year,month,day,hour,temperature,humidity,wind_speed,solar_radiation,pressure,saison,periode,heat_index,hour_sin,hour_cos,month_sin,month_cos,is_weekend,outage
2024,1,1,11,28.6,16.7,4.73,3.11,98.06,0,2,27.100178762526202,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0,0
2024,1,1,12,30.95,12.97,5.01,3.16,97.96,0,2,28.89026330467032,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0,0
2024,1,1,13,31.79,12.22,4.39,2.91,97.85,0,2,29.58229692287841,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0,1
2024,1,1,14,32.33,11.71,3.85,2.41,97.75,0,2,30.03533952460292,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0,1
2024,1,1,15,32.58,11.47,3.57,1.69,97.69,0,3,30.24674375668445,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0,1
2024,1,1,16,32.52,11.73,3.55,0.85,97.67,0,3,30.196826158275133,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0,0
2024,1,1,17,32.08,12.75,3.85,0.14,97.72,0,3,29.829247363894297,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0,0
2024,1,1,18,31.23,14.15,4.64,0.0,97.79,0,4,29.127579166507285,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0,0
2024,1,1,19,30.17,15.34,5.38,0.0,97.88,0,4,28.277924089634062,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0,1
2024,1,1,20,29.16,16.35,5.99,0.0,97.97,0,4,27.508736785479048,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,0
2024,1,1,21,28.2,17.17,6.41,0.0,98.04,0,4,26.821915937372356,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0,1
2024,1,1,22,27.18,18.01,6.72,0.0,98.07,0,0,26.148887367853593,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0,0
2024,1,1,23,26.02,19.1,7.0,0.0,98.05,0,0,25.470549872777315,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0,0
2024,1,2,0,24.76,20.43,7.19,0.0,98.03,0,0,24.858686056668724,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0
2024,1,2,1,23.51,22.01,7.27,0.0,97.99,0,0,24.41218986744634,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0,0
2024,1,2,2,22.35,23.66,7.32,0.0,97.94,0,0,24.165708400382616,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0,0
2024,1,2,3,21.3,25.46,7.36,0.0,97.9,0,0,24.118727076648277,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387,0,0
2024,1,2,4,20.32,27.5,7.53,0.0,97.89,0,0,24.259407733321417,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,0
2024,1,2,5,19.4,29.75,7.71,0.0,97.93,0,0,24.575279447502506,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0,1
2024,1,2,6,18.53,32.16,7.7,0.05,97.98,0,1,25.04859478030893,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0,0
2024,1,2,7,17.85,34.43,7.44,0.6,98.06,0,1,25.564309528110194,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0,1
2024,1,2,8,18.09,35.31,6.23,1.46,98.14,0,1,25.558362657794046,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0,1
2024,1,2,9,20.35,32.66,4.39,2.24,98.21,0,1,24.73326789408071,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0,0
2024,1,2,10,24.61,25.62,3.92,2.81,98.21,0,2,25.036376990913645,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0,0
2024,1,2,11,29.05,17.89,5.6,3.14,98.16,0,2,27.451081501165167,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0,0
2024,1,2,12,31.06,16.03,5.67,3.26,98.08,0,2,29.01316695851446,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0,1
2024,1,2,13,32.01,15.53,5.14,3.02,97.97,0,2,29.814489590749606,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0,1
2024,1,2,14,32.57,15.16,4.56,2.53,97.87,0,2,30.29876057485088,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0,0
2024,1,2,15,32.82,14.88,4.23,1.81,97.81,0,3,30.514205289657216,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0,0
2024,1,2,16,32.77,14.95,4.16,0.95,97.8,0,3,30.471443154562127,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0,1
2024,1,2,17,32.32,15.92,4.48,0.16,97.83,0,3,30.098653775471533,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0,0
2024,1,2,18,31.46,17.47,5.4,0.0,97.89,0,4,29.389128636948218,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0,1
2024,1,2,19,30.38,18.63,6.36,0.0,97.95,0,4,28.509069489956268,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0,0
2024,1,2,20,29.28,19.43,7.13,0.0,98.01,0,4,27.65744838321453,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,1
2024,1,2,21,28.01,20.14,7.79,0.0,98.05,0,4,26.75296671376585,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0,0
2024,1,2,22,26.46,21.06,8.44,0.0,98.07,0,0,25.790645544051,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0,0
2024,1,2,23,24.76,22.19,8.93,0.0,98.05,0,0,24.944174690898265,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0,0
2024,1,3,0,23.17,23.52,9.15,0.0,98.03,0,0,24.394754025249114,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0
2024,1,3,1,21.89,24.82,9.1,0.0,97.99,0,0,24.15898043160408,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0,0
2024,1,3,2,21.0,26.01,8.93,0.0,97.94,0,0,24.137946911005915,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0,0
2024,1,3,3,20.37,27.02,8.75,0.0,97.9,0,0,24.207344490314238,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387,0,0
2024,1,3,4,19.88,27.99,8.52,0.0,97.89,0,0,24.32470271482643,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,0
2024,1,3,5,19.42,29.01,8.26,0.0,97.91,0,0,24.484837466619236,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0,0
2024,1,3,6,18.92,30.16,8.25,0.05,97.95,0,1,24.706739189376105,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0,0
2024,1,3,7,18.45,31.52,8.09,0.64,98.02,0,1,24.992946255870265,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0,0
2024,1,3,8,18.84,31.94,6.84,1.51,98.1,0,1,24.93775705550933,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0,1
2024,1,3,9,21.31,28.98,4.74,2.28,98.17,0,1,24.430196368485433,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0,1
2024,1,3,10,25.59,22.25,4.94,2.64,98.18,0,2,25.35225377581592,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0,1
2024,1,3,11,29.37,15.87,7.62,3.08,98.12,0,2,27.661495726427976,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0,1
2024,1,3,12,30.83,14.79,6.39,3.22,98.02,0,2,28.804415234564445,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0,1
2024,1,3,13,31.78,14.36,5.17,2.99,97.9,0,2,29.592844255722525,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0,1
2024,1,3,14,32.39,14.21,4.14,2.57,97.78,0,2,30.11651865822292,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0,0
2024,1,3,15,32.71,14.23,3.46,1.86,97.71,0,3,30.398360638532562,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0,0
2024,1,3,16,32.7,14.46,3.15,0.99,97.7,0,3,30.395263310635553,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0,0
2024,1,3,17,32.33,15.09,3.29,0.17,97.74,0,3,30.084108719322387,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0,0
2024,1,3,18,31.58,16.16,4.09,0.0,97.8,0,4,29.45709447948184,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0,1
2024,1,3,19,30.57,17.06,5.0,0.0,97.87,0,4,28.627586259460156,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0,0
2024,1,3,20,29.54,17.69,5.81,0.0,97.94,0,4,27.819430827074488,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,1
2024,1,3,21,28.46,18.16,6.42,0.0,98.0,0,4,27.024753994588885,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0,0
2024,1,3,22,27.3,18.57,6.86,0.0,98.01,0,0,26.240474345107675,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0,0
2024,1,3,23,26.06,19.14,7.21,0.0,98.01,0,0,25.494985244830794,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0,0
2024,1,4,0,24.76,20.02,7.42,0.0,97.99,0,0,24.838185302719815,0.0,1.0,0.49999999999999994,0.8660254037844387,0,1
2024,1,4,1,23.48,21.34,7.55,0.0,97.97,0,0,24.35547367667968,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0,0
2024,1,4,2,22.27,22.9,7.56,0.0,97.93,0,0,24.07964001936732,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0,0
2024,1,4,3,21.2,24.56,7.51,0.0,97.9,0,0,24.013515932935714,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387,0,0
2024,1,4,4,20.28,26.25,7.38,0.0,97.89,0,0,24.117194020093898,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,0
2024,1,4,5,19.48,27.87,7.21,0.0,97.91,0,0,24.336726858932707,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0,0
2024,1,4,6,18.79,29.4,7.03,0.05,97.95,0,1,24.63318226857283,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0,0
2024,1,4,7,18.3,30.78,6.87,0.68,98.02,0,1,24.937672715774365,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0,1
2024,1,4,8,18.69,31.22,5.85,1.57,98.09,0,1,24.89071724504448,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0,0
2024,1,4,9,21.12,28.75,4.21,2.34,98.13,0,1,24.400429795631897,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0,0
2024,1,4,10,25.6,21.69,3.8,2.9,98.12,0,2,25.33578924452464,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0,1
2024,1,4,11,30.03,14.24,4.75,3.22,98.07,0,2,28.15804965298021,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0,1
2024,1,4,12,31.53,13.56,3.97,3.27,97.98,0,2,29.372230661475374,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0,1
2024,1,4,13,32.35,13.64,2.96,3.04,97.87,0,2,30.071301523691908,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0,1
2024,1,4,14,32.83,13.8,2.08,2.55,97.75,0,2,30.494393988148524,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0,0
2024,1,4,15,33.04,13.94,1.59,1.85,97.68,0,3,30.68451988002223,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0,0
2024,1,4,16,33.0,14.15,1.46,0.99,97.66,0,3,30.654440563698497,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0,0
2024,1,4,17,32.66,14.71,1.72,0.17,97.7,0,3,30.36632047818501,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0,0
2024,1,4,18,32.02,15.72,2.53,0.0,97.77,0,4,29.828051931295594,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0,1
2024,1,4,19,31.16,16.87,3.4,0.0,97.85,0,4,29.115456676973455,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0,0
2024,1,4,20,30.32,17.96,4.05,0.0,97.93,0,4,28.443197913907927,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,0
2024,1,4,21,29.54,18.91,4.51,0.0,97.98,0,4,27.84511893226576,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0,0
2024,1,4,22,28.74,19.69,4.78,0.0,97.99,0,0,27.26014480153609,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0,0
2024,1,4,23,27.87,20.33,5.03,0.0,97.96,0,0,26.66212114304909,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0,0
2024,1,5,0,26.9,20.89,5.34,0.0,97.93,0,0,26.04960067168457,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0
2024,1,5,1,25.78,21.46,5.73,0.0,97.88,0,0,25.4225128557176,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0,0
2024,1,5,2,24.51,22.12,6.14,0.0,97.83,0,0,24.827862703323785,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0,1
2024,1,5,3,23.19,22.73,6.49,0.0,97.81,0,0,24.346845996227344,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387,0,0
2024,1,5,4,21.96,23.24,6.71,0.0,97.81,0,0,24.031448596667914,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,1
2024,1,5,5,20.89,23.88,6.84,0.0,97.84,0,0,23.893213364394555,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0,0
2024,1,5,6,19.95,24.78,6.9,0.05,97.88,0,1,23.91836366363239,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0,0
2024,1,5,7,19.24,26.05,6.9,0.62,97.95,0,1,24.101991494101526,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0,0
2024,1,5,8,19.36,27.34,5.9,1.47,98.02,0,1,24.27685108065529,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0,0
2024,1,5,9,21.41,26.32,3.71,2.3,98.07,0,1,24.21411532085045,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0,0
2024,1,5,10,25.4,21.07,3.17,2.87,98.06,0,2,25.207153643153006,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0,0
2024,1,5,11,29.53,15.14,4.32,3.15,98.01,0,2,27.776128249574835,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0,0
2024,1,5,12,31.55,13.91,3.75,3.02,97.93,0,2,29.39239240712708,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0,1
2024,1,5,13,32.42,13.87,2.83,3.04,97.81,0,2,30.1360651078922,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0,1
2024,1,5,14,32.9,13.86,2.09,2.57,97.71,0,2,30.557816705171255,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0,1
2024,1,5,15,33.13,13.89,1.72,1.86,97.64,0,3,30.763699478686018,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0,1
2024,1,5,16,33.1,14.06,1.76,1.0,97.62,0,3,30.74154218367374,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0,0
2024,1,5,17,32.81,14.55,2.18,0.18,97.66,0,3,30.49564304673936,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0,0
2024,1,5,18,32.21,15.48,2.89,0.0,97.72,0,4,29.98857116608649,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0,0
2024,1,5,19,31.37,16.52,3.48,0.0,97.79,0,4,29.28570247104135,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0,0
2024,1,5,20,30.57,17.48,3.84,0.0,97.87,0,4,28.636729268624972,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,0
2024,1,5,21,29.82,18.33,4.07,0.0,97.91,0,4,28.050973155764197,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0,1
2024,1,5,22,29.08,19.09,4.33,0.0,97.91,0,0,27.498197325550834,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0,0
2024,1,5,23,28.26,19.94,4.63,0.0,97.88,0,0,26.92185037220282,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0,0
2024,1,6,0,27.3,20.99,4.99,0.0,97.85,0,0,26.30357294215602,0.0,1.0,0.49999999999999994,0.8660254037844387,1,0
2024,1,6,1,26.16,22.3,5.47,0.0,97.81,0,0,25.660296271635996,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,1,0
2024,1,6,2,24.88,23.9,6.1,0.0,97.78,0,0,25.076735012121745,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,1,0
2024,1,6,3,23.5,25.75,6.69,0.0,97.77,0,0,24.63864058601374,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387,1,0
2024,1,6,4,22.13,27.81,7.08,0.0,97.78,0,0,24.437480184086464,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,1,0
2024,1,6,5,20.9,29.87,7.07,0.0,97.83,0,0,24.486812166621313,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,1,0
2024,1,6,6,19.85,31.82,6.83,0.04,97.89,0,1,24.72501246774133,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,1,0
2024,1,6,7,19.11,33.42,6.75,0.51,97.97,0,1,25.022453595057854,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,1,0
2024,1,6,8,19.35,33.72,5.8,1.22,98.04,0,1,24.990123013662824,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,1,1
2024,1,6,9,21.72,29.86,4.17,1.85,98.08,0,1,24.526366873681262,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,1,0
2024,1,6,10,25.84,21.99,4.35,2.19,98.06,0,2,25.474289840013064,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,1,0
2024,1,6,11,29.54,15.81,5.69,2.58,98.0,0,2,27.79079998669239,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,1,1
2024,1,6,12,31.56,13.67,5.74,2.85,97.92,0,2,29.39836073748508,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,1,1
2024,1,6,13,32.57,13.18,5.01,2.74,97.81,0,2,30.254758466228964,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,1,1
2024,1,6,14,33.16,13.14,4.37,2.23,97.72,0,2,30.771739562415014,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,1,0
2024,1,6,15,33.43,13.33,3.95,1.59,97.67,0,3,31.017456958898055,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,1,0
2024,1,6,16,33.42,13.61,3.73,0.81,97.68,0,3,31.016460877844935,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,1,0
2024,1,6,17,33.08,14.19,3.75,0.16,97.72,0,3,30.727309023733724,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,1,0
2024,1,6,18,32.38,15.15,4.18,0.0,97.79,0,4,30.129796183504105,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,1,0
2024,1,6,19,31.49,16.05,4.63,0.0,97.86,0,4,29.37730172846613,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,1,0
2024,1,6,20,30.61,16.99,4.83,0.0,97.94,0,4,28.65898517690254,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,1,0
2024,1,6,21,29.68,18.12,4.91,0.0,97.97,0,4,27.936593645923647,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,1,1
2024,1,6,22,28.58,19.51,5.13,0.0,97.97,0,0,27.13966221529152,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,1,0
2024,1,6,23,27.26,21.27,5.61,0.0,97.93,0,0,26.285872329737778,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,1,0
2024,1,7,0,25.75,23.2,6.25,0.0,97.89,0,0,25.47123238967301,0.0,1.0,0.49999999999999994,0.8660254037844387,1,0
2024,1,7,1,24.19,25.24,6.78,0.0,97.86,0,0,24.85238732841683,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,1,1
2024,1,7,2,22.75,27.02,7.14,0.0,97.82,0,0,24.508144675929046,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,1,0
2024,1,7,3,21.52,28.38,7.35,0.0,97.81,0,0,24.40006579261257,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387,1,0
2024,1,7,4,20.52,29.4,7.51,0.0,97.81,0,0,24.44847041284331,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,1,0
2024,1,7,5,19.68,30.3,7.59,0.0,97.83,0,0,24.59875483043433,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,1,0
2024,1,7,6,18.92,31.35,7.53,0.04,97.87,0,1,24.850569055520943,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,1,0
2024,1,7,7,18.35,32.44,7.33,0.58,97.93,0,1,25.137896524953966,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,1,0
2024,1,7,8,18.74,32.4,6.15,1.43,98.0,0,1,25.016285289773236,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,1,1
2024,1,7,9,21.28,28.63,4.68,2.21,98.05,0,1,24.400127986691338,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,1,0
2024,1,7,10,25.56,21.06,4.19,2.68,98.04,0,2,25.290172685925043,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,1,0
2024,1,7,11,29.62,13.77,5.69,3.08,97.97,0,2,27.83639139519136,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,1,1
2024,1,7,12,31.61,11.84,5.48,3.14,97.87,0,2,29.432191269409838,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,1,0
2024,1,7,13,32.65,11.4,4.53,2.96,97.76,0,2,30.30608443344281,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,1,0
2024,1,7,14,33.27,11.25,3.54,2.44,97.67,0,2,30.83774695931422,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,1,1
2024,1,7,15,33.59,11.25,2.86,1.7,97.62,0,3,31.11607789017743,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,1,0
2024,1,7,16,33.61,11.48,2.69,0.94,97.62,0,3,31.13699246350968,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,1,0
2024,1,7,17,33.27,12.16,3.05,0.17,97.67,0,3,30.8496861818136,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,1,0
2024,1,7,18,32.61,13.24,3.82,0.0,97.73,0,4,30.290480065890762,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,1,0
2024,1,7,19,31.7,14.34,4.65,0.0,97.8,0,4,29.524496569291298,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,1,0
2024,1,7,20,30.6,15.57,5.51,0.0,97.87,0,4,28.626376490757085,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,1,1
2024,1,7,21,29.16,16.99,6.59,0.0,97.91,0,4,27.51807471581854,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,1,0
2024,1,7,22,27.29,18.86,7.75,0.0,97.91,0,0,26.241103153245277,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,1,0
2024,1,7,23,25.22,21.11,8.4,0.0,97.89,0,0,25.11703927454237,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,1,0
2024,1,8,0,23.43,23.23,8.24,0.0,97.86,0,0,24.463093877727456,0.0,1.0,0.49999999999999994,0.8660254037844387,0,1
2024,1,8,1,22.15,24.74,7.86,0.0,97.83,0,0,24.206997583100865,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0,0
